Ss/list order:,words,1a,2a,3a,4a,5a,6a,7a,8a,9a,10a,11a,57a,58a,59a,60a,61a,62a,63a,64a,65a,12b,13b,14b,15b,16b,17b,18b,19b,20b,21b,44b,46b,47b,48b,50b,52b,53b,54b,55b,56b,22c,23c,25c,26c,27c,28c,29c,30c,31c,32c,66c,67c,69c,70c,71c,72c,73c,74c,75c,76c,33d,34d,35d,36d,37d,38d,39d,40d,41d,42d,43d,77d,79d,81d,82d,85d,86d,87d,88d,89d
15,loud,1,4,1,1,1,2,3,2,3,7,2,1,8,7,3,0,8,4,4,7,3,3,4,6,1,1,2,2,5,11,0,6,6,2,6,2,0,2,2,1,3,3,10,3,1,3,3,4,5,4,1,2,3,3,7,4,0,3,5,4,1,3,11,3,5,0,5,1,1,5,4,2,4,1,0,5,1,4,6,2
othr,,0,0,1,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0
CL,trash,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,4,0,9,0,0,0,0,0,0,0,8,0,0,4,0,8,14,0,0,0,0,0,10,10,11,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,10,9,10,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,6
1,garbage,6,5,5,7,4,7,10,7,6,1,3,7,1,4,4,8,0,7,0,3,1,6,3,1,1,5,8,5,6,1,2,3,1,7,7,2,4,4,3,8,7,1,8,5,3,8,4,2,4,5,5,4,1,0,1,1,5,8,5,0,5,3,1,4,0,8,6,5,6,7,6,6,7,4,1,1,4,2,1,0
2,waste,0,0,0,5,6,8,7,0,8,0,15,5,2,0,5,9,2,0,3,4,8,0,7,9,0,7,9,6,0,9,0,6,2,0,1,3,5,14,0,11,0,4,5,0,4,7,0,0,0,0,4,6,9,7,8,0,0,0,7,0,8,9,6,5,8,9,0,6,7,0,0,4,0,7,0,2,0,8,2,0
3,can,0,6,7,6,5,9,9,0,10,2,4,0,3,0,7,10,9,11,5,0,0,0,4,8,7,6,10,7,0,0,3,0,3,9,8,4,6,5,2,9,9,0,9,6,0,10,6,0,5,6,0,8,2,6,0,0,0,0,6,9,0,8,3,6,6,10,0,0,0,6,0,5,8,6,4,8,0,9,0,0
4,refuse,0,0,4,4,0,3,8,0,9,4,1,0,0,0,6,4,3,9,0,7,0,0,0,0,5,0,0,9,0,0,7,0,0,0,2,0,9,6,0,10,8,8,0,7,0,11,0,0,6,0,0,0,3,8,2,0,0,7,8,10,0,1,4,7,0,7,0,0,0,0,5,7,6,5,2,3,0,0,0,7
5,sewage,5,8,0,0,7,10,0,8,0,0,2,6,0,0,0,0,1,10,0,0,0,0,0,4,6,0,0,0,3,8,11,0,0,10,13,6,8,7,1,7,5,3,0,0,0,0,0,0,8,0,0,3,0,9,0,0,6,0,9,0,0,12,0,11,0,0,0,0,0,11,0,0,0,8,0,0,5,0,3,0
6,dirt,7,9,8,0,0,4,0,0,0,0,5,0,0,0,0,11,8,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,5,0,7,0,9,0,0,11,6,0,0,0,0,0,7,0,0,0,9,0,10,0,0,4,0,0,0,0,11,0,0,7,0,0,0,5,8,0,0,0,9,9,0,0,0,0,0
7,junk,0,0,0,0,0,5,0,10,7,0,0,0,0,0,0,0,0,12,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,13,0,0,6,9,10,8,0,9,0,0,0,7,6,0,0,0,0,0,0,6,0,0,9,6,0,0,1,0,0,0,0,10,0,9,0,10,0,0,0,6,0,0
8,rubbish,0,0,0,0,0,6,0,0,5,0,13,4,4,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,8,0,0,11,0,0,6,0,5,0,7,0,0,0,0,0,0,0,2,0,0,0,0,13,5,9,3,0,0,0,8,9,0,8,0,13,3,7,0,0,0,4
9,paper,0,7,6,9,0,14,11,5,1,3,9,0,5,6,0,5,0,1,0,0,7,0,8,0,0,0,5,8,0,5,9,0,6,1,5,0,0,11,4,5,0,2,7,0,0,0,7,0,0,0,0,5,0,11,3,0,0,5,0,7,7,7,0,8,5,5,0,8,0,5,0,10,5,11,5,0,6,5,4,0
10,scraps,0,0,0,0,0,15,0,4,0,0,10,0,0,7,0,6,0,2,7,0,0,0,9,0,0,0,0,0,0,0,10,0,9,2,6,0,0,10,0,6,0,0,6,0,0,1,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,9,0,0,12,4,0,0,0,0,0,5,0
11,pile,0,0,0,0,0,11,12,0,0,7,12,0,0,0,0,7,0,3,0,1,2,2,10,0,0,0,7,0,0,7,4,0,8,0,11,0,0,12,9,0,0,0,0,0,0,2,0,0,0,0,0,2,7,0,5,6,0,0,0,8,0,0,0,0,0,0,2,0,0,4,7,11,0,0,6,0,0,4,0,8
12,dump,3,2,0,8,0,12,0,9,3,9,11,0,0,5,0,0,4,8,0,2,3,0,5,0,0,4,6,3,4,2,5,5,4,3,12,5,7,8,5,3,3,0,2,0,0,3,0,3,0,1,2,7,5,4,0,2,0,4,3,2,3,0,2,0,0,0,7,0,0,12,4,0,0,12,0,9,0,10,8,5
13,landfill,2,1,1,3,2,13,2,2,0,8,8,2,6,1,1,3,0,4,6,8,4,5,6,5,2,3,1,4,0,3,8,0,5,4,0,0,1,2,0,4,1,7,4,2,5,6,2,4,2,2,1,0,4,1,6,3,3,1,2,3,4,5,7,1,4,3,5,2,1,1,1,2,3,2,7,4,2,7,6,3
14,debris,4,3,2,2,3,1,3,3,2,5,6,3,0,2,3,1,0,5,2,5,5,3,1,3,3,2,2,2,2,6,6,1,7,0,3,0,0,1,7,1,2,5,3,3,2,4,1,5,3,3,3,1,0,2,7,4,0,2,1,4,1,4,0,2,2,2,4,3,2,2,2,3,1,1,0,5,3,0,7,2
15,litter,1,4,3,1,1,2,1,1,4,6,7,1,8,3,2,2,5,6,1,6,6,4,2,6,4,1,3,1,5,4,1,2,0,0,4,1,0,3,0,2,12,13,1,4,1,5,3,1,1,4,0,0,6,3,0,5,1,3,4,5,2,2,8,3,0,1,3,1,3,3,3,1,2,3,8,6,1,1,9,1
othr,,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
CL,cabbage,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1,head,5,4,8,6,5,8,9,5,0,2,5,6,8,3,4,4,5,13,4,1,5,0,2,4,1,9,5,7,0,2,2,1,1,9,8,0,0,1,5,11,10,1,6,7,7,7,6,0,5,3,5,0,3,9,7,3,0,1,0,4,3,11,3,4,0,6,3,10,8,6,6,6,1,6,2,1,3,10,1,5
2,lettuce,6,7,7,7,6,6,4,6,6,1,6,7,7,4,5,5,6,7,5,2,6,0,3,1,2,10,6,6,7,1,3,2,2,10,2,7,3,2,6,10,9,2,7,8,6,8,7,0,4,5,6,5,4,8,6,4,5,2,7,3,2,12,4,5,0,7,4,5,9,7,7,7,2,7,3,2,2,11,2,7
3,vegetable,0,0,12,8,1,0,12,9,10,4,13,8,5,13,7,10,7,9,6,3,10,6,0,2,3,8,0,0,8,0,0,0,4,5,0,0,4,0,4,0,7,8,0,9,3,9,0,0,6,7,10,6,5,5,0,5,0,6,11,11,9,14,5,0,0,0,6,0,0,4,0,2,3,0,0,3,9,9,3,0
4,food,8,0,11,0,0,0,11,8,0,0,14,12,0,9,2,9,4,8,7,0,0,0,6,0,0,12,0,0,0,0,0,7,0,0,0,6,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,11,0,0,5,0,0,0,0,0
5,salad,0,0,10,0,8,10,0,7,0,0,11,0,2,11,0,0,10,0,9,0,9,0,7,0,5,11,8,10,0,6,0,0,10,8,4,8,0,3,7,13,12,3,0,10,5,5,0,0,11,0,0,4,0,12,0,6,0,3,9,5,4,4,10,8,4,0,0,6,10,14,0,5,6,10,1,4,7,0,0,8
6,green,0,0,9,9,9,7,10,11,7,0,0,10,3,12,0,7,9,6,8,0,7,4,5,3,4,13,7,0,9,3,0,3,3,6,9,3,5,12,9,12,11,10,8,0,4,0,4,0,7,0,7,0,0,6,4,0,6,10,10,6,5,5,6,7,5,8,0,8,6,5,0,8,7,8,4,0,5,0,4,9
7,garden,0,8,0,12,0,9,7,3,8,7,12,9,0,1,3,8,0,10,3,5,8,0,0,0,6,0,10,0,0,4,9,0,7,7,1,2,7,4,3,0,8,0,5,0,0,4,9,5,8,0,4,3,0,13,5,0,4,0,12,10,6,7,8,6,6,9,0,0,5,12,9,10,0,0,0,0,4,3,0,6
8,leaf,0,6,0,0,0,0,8,10,9,0,10,11,0,0,0,6,8,11,0,0,0,5,4,9,0,0,9,9,5,5,5,4,0,0,3,0,0,0,8,9,5,4,11,0,0,6,5,0,10,0,0,0,0,7,0,0,0,4,8,7,0,6,7,0,0,0,0,7,4,13,0,9,0,9,9,0,8,5,0,0
9,sauerkraut,0,5,6,10,3,11,0,0,5,6,8,0,0,5,0,3,0,5,10,4,0,0,10,6,7,7,4,5,3,8,8,9,8,11,0,0,0,10,0,7,4,9,10,6,0,0,8,0,0,1,0,0,6,10,8,0,0,12,5,9,8,9,0,0,2,1,0,9,0,10,0,13,0,0,10,10,10,8,7,3
10,smell,7,0,5,5,4,1,0,0,0,8,9,0,6,7,1,0,0,4,11,0,0,0,12,0,0,5,0,0,0,7,0,10,9,12,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,13,6,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,11,11,0,6,0,4
11,slaw,0,0,0,11,0,2,6,4,0,0,7,5,0,6,0,0,0,0,12,0,0,2,9,0,0,0,0,11,0,0,7,8,0,13,0,0,0,0,0,6,0,0,3,1,0,0,10,0,9,0,0,0,9,0,0,0,0,11,0,0,0,8,0,3,0,10,0,0,0,9,5,14,0,1,12,9,11,0,8,2
12,patch,2,0,3,4,0,3,1,12,0,0,1,1,0,2,0,0,0,0,0,0,3,1,11,7,0,4,1,4,0,0,0,0,0,3,5,0,0,6,0,4,3,6,4,2,0,0,0,1,0,4,0,0,8,0,0,0,0,5,2,0,0,0,9,0,0,2,0,1,0,11,1,0,0,2,0,5,0,4,0,12
13,plant,4,1,4,1,0,0,0,0,4,0,2,2,0,0,0,0,0,1,0,7,4,0,0,0,0,3,0,3,4,9,4,0,0,2,0,1,0,7,0,3,6,0,9,3,0,0,2,2,3,0,1,7,0,2,0,0,1,9,3,0,0,1,11,0,1,3,2,2,0,3,2,3,0,4,7,6,0,0,5,10
14,carrots,3,2,1,2,7,5,3,2,1,5,3,3,4,10,6,2,2,2,2,0,1,0,8,8,9,1,2,1,2,11,1,6,5,1,6,5,1,8,1,2,2,5,1,4,2,1,3,3,2,8,2,2,1,3,1,2,2,8,4,1,7,2,1,1,0,4,1,3,1,1,3,4,4,3,6,7,6,2,0,11
15,soup,1,3,2,3,2,4,2,1,2,3,4,4,1,8,0,1,3,3,1,6,2,3,1,5,8,2,3,2,1,10,6,5,6,4,7,4,2,9,2,1,1,7,2,5,1,2,1,4,1,0,3,1,2,4,2,1,3,7,1,2,1,3,2,2,3,5,5,4,0,2,4,1,5,5,8,8,1,1,6,1
othr,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
CL,health,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,7,9,0
1,sickness,7,8,9,2,3,7,6,4,8,1,5,7,5,4,3,9,4,7,6,6,8,4,11,4,2,8,7,9,0,2,2,2,1,4,1,10,5,5,10,4,6,1,6,7,1,7,7,5,3,8,0,6,2,7,3,1,9,5,9,6,5,10,5,3,7,0,4,7,5,5,9,8,3,6,3,1,0,2,1,6
2,good,5,0,0,0,0,12,0,0,7,0,6,0,8,0,4,0,0,0,3,0,0,7,9,0,0,9,8,0,7,4,0,4,2,5,0,9,7,6,0,6,7,10,7,0,0,0,0,0,10,10,0,7,4,11,4,0,10,0,0,0,0,12,6,4,0,0,0,8,0,12,0,5,0,0,0,2,0,0,0,0
3,happiness,0,0,7,8,7,9,7,9,9,0,13,9,4,0,0,10,5,9,0,7,7,0,10,5,1,0,9,11,6,5,0,3,3,0,9,0,8,7,8,5,8,8,8,0,0,0,9,6,9,12,0,9,0,8,0,7,8,8,10,7,6,15,7,0,0,0,3,10,0,10,7,4,0,8,7,3,0,3,0,5
4,wealth,0,6,8,7,0,10,5,0,6,0,8,0,0,5,5,11,7,10,0,8,0,0,0,6,0,13,4,0,0,12,0,0,0,6,10,8,0,0,9,7,0,7,12,6,0,8,10,0,8,11,0,0,5,10,0,6,12,7,4,8,7,13,8,6,6,0,0,6,9,11,8,12,0,0,8,0,8,0,0,9
5,ill,6,7,6,0,8,11,0,5,0,3,14,8,0,0,2,8,0,6,0,2,6,6,8,0,6,0,0,0,0,3,3,7,0,10,0,11,0,10,4,11,0,0,9,0,2,9,8,0,4,7,0,8,0,9,7,2,7,6,5,0,0,11,9,7,5,0,5,5,6,6,0,9,0,7,2,0,4,4,0,0
6,doctor,8,0,0,3,4,0,10,0,4,5,9,6,0,6,7,6,6,8,4,4,5,0,5,7,5,11,6,2,4,6,6,6,5,8,3,6,4,2,2,3,0,3,2,3,6,0,5,0,5,5,6,5,11,12,5,0,5,0,7,5,1,7,10,8,0,7,6,4,11,9,0,7,5,4,1,5,5,0,4,0
7,service,0,0,0,9,0,0,0,0,11,0,0,0,0,8,0,0,8,0,0,0,0,0,7,8,0,12,0,3,0,7,0,5,7,9,5,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,5,0,0,4,0,0,0,8,8,11,9,0,0,8,0,10,0,0,0,6,0,0,6,6,0,0,0
8,strong,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,10,6,0,10,0,8,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,2,9,13,0,0,4,0,0,12,0,0,6,0,0,0,0,7,0,0,2
9,hospital,4,5,2,6,5,6,4,7,5,4,12,0,3,7,0,7,9,0,9,5,9,0,6,9,0,10,5,1,3,8,0,0,6,11,4,5,6,9,5,0,0,5,11,4,5,6,4,4,0,6,5,4,10,6,6,4,11,0,8,3,0,6,12,0,4,6,7,9,7,8,4,10,7,0,4,0,3,6,3,7
10,disease,0,0,0,0,0,8,0,6,0,0,0,0,6,3,8,0,0,0,5,0,0,5,0,11,0,7,0,10,0,11,4,0,9,0,2,7,0,1,6,10,0,2,0,0,7,5,6,0,0,9,0,0,9,0,8,5,6,0,0,9,0,14,15,0,0,0,0,0,8,0,5,0,2,0,9,0,0,9,0,0
11,body,0,0,0,0,0,4,0,0,0,0,10,1,7,0,0,0,0,0,1,0,0,0,0,3,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,12,0,0,0,2,0,6,0,0,0,0,1,11,10,0,5,16,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,2,3
12,vigor,0,1,5,0,0,5,0,8,1,8,1,2,0,0,1,1,0,4,0,0,1,0,0,1,0,5,0,7,0,0,8,0,0,0,0,1,0,3,0,1,5,0,3,0,0,1,11,1,11,3,0,0,0,1,0,0,0,0,2,11,9,1,1,0,0,5,0,0,1,0,6,3,0,5,0,0,2,0,6,0
13,center,2,2,3,4,0,1,2,2,0,0,2,3,0,0,0,2,1,1,8,3,2,0,0,0,4,1,2,0,0,0,9,0,0,1,0,2,2,8,3,8,3,9,0,5,0,2,3,0,6,1,1,0,7,2,0,0,1,2,6,4,0,2,2,0,1,3,0,3,2,1,1,2,4,1,5,8,0,5,0,1
14,pain,3,3,4,5,6,2,3,3,2,6,3,4,1,1,0,3,2,2,2,1,3,2,3,10,3,2,3,4,1,9,5,0,4,2,6,3,3,0,0,9,2,6,4,1,3,3,2,2,2,2,3,2,8,3,1,0,2,3,3,2,3,3,3,1,2,1,1,2,0,2,2,11,0,2,0,9,0,1,7,8
15,robust,1,4,1,1,1,3,1,1,3,7,4,5,2,2,6,4,3,3,7,9,4,3,4,2,0,3,1,5,2,1,1,1,8,3,8,4,0,4,1,2,1,4,5,2,4,4,1,3,1,4,4,1,1,4,2,3,3,4,1,1,4,4,4,2,3,2,2,1,3,3,3,1,1,3,6,7,1,8,8,4
othr,,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
CL,mutton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,lamb,8,5,8,4,7,7,8,3,8,1,9,5,0,10,5,5,0,8,3,3,4,3,7,8,4,6,6,1,3,1,2,3,1,6,1,3,5,11,0,4,5,2,10,3,0,7,6,2,1,6,3,4,1,6,1,2,0,10,3,3,1,8,10,10,0,3,3,7,4,8,3,6,4,5,1,1,3,1,1,3
2,sheep,9,9,9,5,9,6,9,9,6,0,10,6,0,0,4,6,9,11,5,0,11,4,8,10,10,8,8,2,0,2,7,2,2,5,0,4,6,12,3,5,9,17,9,4,0,6,5,4,2,7,9,8,2,7,2,1,0,9,4,11,2,10,12,0,4,4,0,0,5,10,9,5,8,6,2,2,4,8,2,0
3,meat,4,10,0,0,0,5,0,8,9,6,12,0,3,7,11,7,0,4,11,8,6,7,0,1,6,0,7,13,4,8,3,7,0,11,4,5,7,0,5,0,8,6,12,0,0,0,8,0,4,0,7,0,0,0,0,5,0,8,0,0,5,0,8,7,7,5,8,0,6,13,7,2,0,0,0,0,9,0,3,8
4,chops,0,6,0,0,8,8,0,11,10,2,4,4,0,8,9,8,6,6,4,2,5,5,5,0,5,0,9,7,6,14,0,0,3,7,2,9,0,8,0,0,4,7,11,5,0,0,0,5,3,3,4,5,10,8,0,7,0,3,7,5,12,7,7,8,5,9,4,6,7,6,10,7,6,8,3,3,1,7,4,4
5,beef,0,8,11,11,5,10,12,0,0,0,13,0,0,2,6,0,7,0,0,5,7,0,12,4,2,10,10,4,0,4,1,0,7,12,0,0,0,10,4,10,0,1,0,0,3,0,3,6,10,0,0,9,8,10,0,0,0,11,5,7,0,0,9,5,0,0,0,0,0,7,0,3,0,7,5,4,6,0,0,6
6,veal,11,7,10,6,11,9,7,4,11,0,11,8,0,9,7,9,0,5,10,4,8,0,0,0,7,0,0,3,0,3,10,0,6,13,3,2,0,6,0,3,3,0,8,6,0,3,4,7,0,0,5,0,9,9,9,0,0,4,6,0,11,0,11,6,10,11,0,5,0,4,6,4,5,0,0,5,7,9,0,5
7,collar,6,0,5,8,0,0,0,5,0,0,5,7,0,5,10,3,0,9,0,0,0,0,3,5,0,11,0,0,1,13,8,0,9,8,10,0,0,13,0,1,0,3,13,0,6,0,0,0,0,0,6,0,3,11,6,0,0,5,9,0,10,0,13,9,0,0,0,0,0,5,2,0,0,0,0,9,0,0,5,11
8,leg,7,0,6,9,0,0,6,0,5,0,0,0,0,6,0,0,0,10,0,0,9,0,4,9,3,9,4,8,0,0,0,0,0,0,7,0,0,9,0,0,12,8,14,0,7,8,0,0,0,4,0,0,0,12,5,0,0,6,0,0,0,0,6,0,8,10,6,0,3,0,0,0,0,0,9,8,0,0,6,0
9,eat,0,1,3,3,3,0,4,6,0,7,0,0,0,3,1,10,8,7,8,0,0,0,9,11,0,7,5,10,0,6,11,6,0,0,0,0,9,7,0,7,6,5,1,9,0,4,9,0,8,8,8,6,6,1,3,0,0,7,0,8,0,9,5,0,0,6,5,0,0,14,1,13,0,1,7,0,11,4,0,0
10,fat,2,2,4,7,4,0,11,7,0,5,3,1,0,14,2,11,1,12,9,7,10,0,11,0,9,12,11,11,0,7,0,1,0,9,0,0,0,0,0,8,0,0,2,7,5,5,11,0,11,5,0,7,7,2,4,0,0,0,0,9,0,6,0,4,6,7,7,0,9,3,0,9,7,2,6,0,2,5,0,7
11,coat,1,0,0,10,10,0,0,0,7,0,8,0,0,12,3,0,2,13,6,6,0,0,0,0,0,1,0,14,0,0,4,0,0,0,9,0,0,1,0,2,0,0,5,8,0,0,7,0,0,0,0,3,0,3,0,0,3,0,0,10,9,1,1,3,9,0,0,0,10,11,11,12,0,3,8,0,5,0,0,0
12,stew,0,3,7,0,6,1,13,0,2,0,6,2,0,11,0,0,10,1,7,0,0,6,10,7,0,2,3,12,0,10,0,0,0,1,5,0,0,2,7,9,11,0,6,0,4,0,0,0,0,0,10,10,0,0,0,0,0,12,8,0,7,4,2,11,0,0,0,4,8,9,12,10,1,0,0,10,0,10,0,9
13,fur,0,4,12,0,0,2,3,0,1,3,7,0,0,13,0,4,3,0,0,0,1,0,1,6,8,3,0,0,0,12,0,0,8,2,8,8,2,3,0,0,0,0,3,0,0,0,0,0,5,9,0,0,0,0,0,0,2,0,0,4,0,2,0,0,2,8,0,8,2,12,0,11,0,0,0,11,0,0,0,10
14,pork,5,0,1,1,1,3,2,2,3,0,1,0,1,1,0,1,0,2,1,0,2,1,0,2,11,5,1,6,5,5,5,4,4,3,11,0,3,4,6,0,1,0,4,1,1,1,1,1,6,2,1,2,4,4,7,6,0,1,2,1,4,0,3,1,0,1,1,3,0,1,5,0,2,0,0,7,10,3,7,1
15,steak,10,11,2,2,2,4,1,1,4,4,2,3,2,4,8,2,4,3,2,1,3,2,2,3,1,4,2,5,2,0,6,5,5,4,6,1,4,5,1,6,2,4,7,2,2,2,2,3,7,1,2,1,5,5,8,4,0,2,1,2,3,3,4,2,1,2,2,0,1,2,4,1,3,4,4,6,8,2,8,2
othr,,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,2,1,0,0,1,0,3,2,0,1,0,3,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
CL,rough,8,0,7,0,0,6,8,6,0,2,9,9,0,7,2,5,0,12,6,2,0,5,8,0,7,0,14,0,2,0,0,5,0,0,,0,0,0,0,3,0,0,1,5,0,7,0,0,0,0,6,0,1,0,4,0,5,0,6,3,11,8,0,0,7,0,9,7,0,9,9,0,8,0,2,3,8,10,0,2
1,smooth,0,0,5,4,3,0,7,9,10,3,7,5,7,0,3,10,6,9,11,1,6,4,0,1,8,7,10,6,1,4,2,6,1,4,,0,7,5,0,11,8,1,3,7,1,5,8,9,5,6,8,0,6,5,3,0,0,0,8,5,6,5,6,7,6,6,7,8,8,6,7,6,7,7,3,1,9,2,1,1
2,bumpy,5,6,9,5,4,0,0,0,9,0,8,6,0,3,0,11,8,10,0,0,7,0,0,2,6,9,11,7,0,10,3,0,2,9,,0,0,6,0,10,9,2,4,6,2,0,9,10,6,7,0,0,0,6,5,0,4,0,0,6,7,6,7,8,0,7,8,0,7,5,8,3,0,8,8,2,0,3,2,9
3,sea,0,0,0,0,0,0,0,11,7,0,0,0,5,8,7,0,7,11,0,0,9,0,0,5,0,0,3,0,11,9,1,0,11,0,,0,1,0,4,0,0,7,5,8,0,6,10,0,7,9,0,2,8,11,0,0,8,0,9,0,0,0,8,0,5,8,0,0,5,7,0,0,0,9,4,0,7,0,3,0
4,tough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,11,0,0,6,,0,0,8,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,6,8,0,11,0,0,0,0,0,0,4,0
5,sandpaper,0,0,8,7,8,9,4,5,8,7,10,8,2,6,6,9,0,8,4,4,8,0,0,6,2,13,7,4,0,1,10,4,5,7,,6,6,7,3,5,0,5,7,0,7,4,7,8,8,8,4,0,9,9,7,3,6,6,4,7,9,3,11,9,8,4,6,6,0,4,0,8,0,0,0,9,5,8,0,7
6,jagged,9,0,0,8,0,0,12,0,0,8,0,0,0,5,0,0,0,0,0,3,0,1,9,3,0,8,0,10,0,3,0,0,3,8,,0,0,0,0,6,0,0,0,0,0,9,0,6,4,0,5,3,0,7,8,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,0,0
7,ready,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,12,0,0,0,7,0,7,11,,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,0,0,0,0,6,0,0,0
8,coarse,0,5,0,0,0,5,0,0,0,0,0,7,0,0,0,8,0,0,7,0,10,6,6,0,5,11,8,9,0,0,0,0,6,10,,0,0,9,0,9,6,4,10,10,4,0,4,4,0,5,0,0,0,10,0,0,0,7,0,0,0,9,0,10,0,9,0,10,0,10,0,0,5,0,0,0,4,4,8,0
9,uneven,4,4,0,9,5,8,9,7,1,6,6,0,0,4,4,0,0,0,5,8,0,0,3,4,0,10,4,0,0,6,4,0,0,0,,5,3,0,0,0,4,0,9,0,0,0,3,0,0,0,0,0,0,12,0,0,2,9,5,8,5,0,1,0,9,0,4,0,0,11,6,10,6,0,7,0,0,5,0,3
10,riders,0,0,1,3,0,0,11,0,0,1,1,0,0,0,0,0,0,1,0,0,0,7,7,7,3,4,5,8,0,0,8,0,10,0,,0,0,0,0,0,7,0,2,9,0,0,6,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,6,0,1,0,11,0,0,3,4,0,5,0,0,0,0,9,0
11,rugged,0,0,0,0,0,7,5,8,6,0,0,0,0,0,0,7,5,2,0,0,2,8,0,0,4,5,0,0,0,2,6,0,0,0,,0,0,10,0,7,0,6,0,0,0,0,5,5,3,0,10,4,2,8,0,0,0,0,0,0,0,4,0,5,0,2,0,3,0,0,2,5,0,6,5,5,0,0,5,0
12,sand ,3,3,0,6,7,1,3,4,3,0,2,1,1,0,5,1,1,3,3,0,0,0,4,0,1,3,6,3,0,11,0,2,4,0,,2,4,1,2,0,0,3,6,1,0,3,11,7,9,3,1,0,0,1,6,0,1,1,1,1,3,0,2,1,1,3,5,5,4,0,1,7,3,3,1,8,3,6,6,4
